date,plot,plant_name,genotype,lon,lat,min_x,max_x,min_y,max_y,nw_lat,nw_lon,se_lat,se_lon,bounding_area_m2,tgi_mean_plot,tgi_median_plot,tgi_q1_plot,tgi_q3_plot,tgi_var_plot,tgi_sd_plot,tgi,gr,grvi,rgbvi,mgrvi,vari,bgi,gli,exg,ngbdi,rgbv12,rgbv13,sndvi,vdvi,ari1b,bi,ci,rgri,exr,exgr,si
2020-08-01,5302,PI_678354_5302_330764184956,PI_678354,-111.9750455628356,33.07642138355577,188,494,1876,2260,33.07642028841013,-111.97504657965251,33.0764224787014,-111.9750445460187,0.046303871256031116,2.352607633671683,1.759999999999998,0.3200000000000003,3.759999999999998,10.10329294763194,3.178567750989735,2.1618129595588234,1.1212466838298465,-0.05563007038284051,4264.344174020453,4924.753286361193,-0.09256079978162858,0.8511307862033445,0.007839871873018149,1.5705422794117647,0.08118781988393602,-0.1400024852640483,1.6590907510571726,-0.057386137934021,-6.913645569898215,0.0022851368340433974,49.52483911907385,0.05563007038284051,1.1212466838298465,4842.063810593682,-4840.493268314271,46.15326286764706
2020-08-01,5302,PI_678354_5302_330764244873,PI_678354,-111.97504568910698,33.0764270361043,226,419,986,1168,33.07642651705091,-111.97504632710975,33.07642755515771,-111.97504504445835,0.013768038839234298,2.352607633671683,1.759999999999998,0.3200000000000003,3.759999999999998,10.10329294763194,3.178567750989735,1.3028394921141035,1.1343797512410856,-0.06198312796576992,4212.4591501535715,4845.979325789631,-0.10431865856489238,0.8708917621562482,-0.0007649318182845839,-0.044980925809941355,0.06963979538419132,-0.15335011817392524,1.6546490113198913,-0.06395764956571309,-6.83920294893342,0.0025675310991438924,49.104092148303536,0.06198312796576992,1.1343797512410856,4761.756362808176,-4761.801343733986,45.9796067490368
2020-08-01,5302,PI_678354_5302_330764327057,PI_678354,-111.97504524383422,33.076432169599464,367,411,131,223,33.07643190722081,-111.97504539004318,33.0764324319781,-111.97504509762524,0.0016123435786576069,2.352607633671683,1.759999999999998,0.3200000000000003,3.759999999999998,10.10329294763194,3.178567750989735,1.972228260869565,1.1272534441910365,-0.058155324499805455,4228.080296002136,4904.253437657398,-0.0961601994375003,0.8530848287431785,0.005638821907606156,1.1630434782608696,0.08077350998671548,-0.15537606124835443,1.6538532760067617,-0.05998826685355042,-6.891121394377303,0.002389504400399103,49.41627908319252,0.058155324499805455,1.1272534441910365,4816.481966403162,-4815.318922924901,46.03722002635047
2020-08-01,5303,PI_677955_5303_330764242990,PI_677955,-111.97503612438915,33.076425028337304,478,563,1407,1459,33.07642488003633,-111.97503640345468,33.076425176638274,-111.9750358386792,0.001717594871323153,2.3863243830581777,1.3200000000000003,0.0,4.149999999999999,10.983270740339226,3.314101799936029,7.19231221719457,1.1926094950744235,-0.08312917288403122,14120.400680089799,18078.766822563335,-0.12408921752972266,0.7609272951010531,0.013613225334194248,6.5312217194570135,0.13763203139265467,-0.25686161746143843,1.5028967500839816,-0.08474854597742554,-7.0524103559267655,0.002154677321411764,90.65488684398377,0.08312917288403122,1.1926094950744235,17633.22081447964,-17626.68959276018,80.69102564102563
2020-08-01,5303,PI_677955_5303_330764317646,PI_677955,-111.97503510779327,33.07643236353148,519,827,1,293,33.07643153076449,-111.97503613103358,33.076433196298474,-111.97503408455299,0.035247424391474436,2.3863243830581777,1.3200000000000003,0.0,4.149999999999999,10.983270740339226,3.314101799936029,2.3823711305817468,1.1138856333152416,-0.05219467395916917,4282.732749283628,4932.284513567427,-0.08682859488780971,0.8487132232506346,0.01040829386199507,2.0528709304394237,0.08263861436834903,-0.13140351416636345,1.6686763596609793,-0.05384161864215871,-6.935973019928997,0.0021432112405681955,49.55574159806095,0.05219467395916917,1.1138856333152416,4851.581680305995,-4849.528809375556,46.196135770622064
2020-08-01,5304,PI_678256_5304_330764324633,PI_678256,-111.97502441075964,33.076432706374675,887,1196,5,175,33.07643222211766,-111.97502543451908,33.07643319063169,-111.9750233803524,0.020352075262739668,1.848582172589455,1.1499999999999986,0.0,2.9299999999999997,7.793100668481938,2.7916125570146617,2.379716542927851,1.1161699366299176,-0.05273226083484262,4209.943048939501,4866.695512438878,-0.08707806615494292,0.8470518599283183,0.010316645081998739,2.0321911288787358,0.0841281562408088,-0.1396728417306497,1.6669271912095702,-0.054400895568853344,-6.9351885970470715,0.0021770094599027003,49.22281963324676,0.05273226083484262,1.1161699366299176,4781.059984770607,-4779.027793641729,45.83705184339108
2020-08-01,5305,PI_678158_5305_330764195734,PI_678158,-111.97501774460369,33.076421357926215,770,1084,1867,2273,33.07642020311736,-111.97501878809477,33.07642251273508,-111.97501670111258,0.0501333674704612,2.292919916832986,1.7100000000000009,0.3200000000000003,3.6699999999999946,9.75478979773312,3.1232658864933542,2.0266076527250476,1.1256207787532544,-0.05766075552298395,4226.729132681633,4890.084136525509,-0.09588946812687811,0.8523006144629576,0.006373292722837993,1.2824119105142606,0.08045782316353232,-0.1452113981290695,1.6532732873579765,-0.059486158083845206,-6.900089706760449,0.0023750925827152962,49.34827556773698,0.05766075552298395,1.1256207787532544,4806.419174170876,-4805.136762260362,45.97736447972556
2020-08-01,5305,PI_678158_5305_330764259849,PI_678158,-111.97501790411823,33.076427092149515,807,1000,969,1155,33.076426563099155,-111.9750185421765,33.076427621199876,-111.97501725941356,0.01403938908370076,2.292919916832986,1.7100000000000009,0.3200000000000003,3.6699999999999946,9.75478979773312,3.1232658864933542,1.2709134213605213,1.1402182781476842,-0.06460405429674687,4368.386792125562,5048.129754070328,-0.10832951171078534,0.868588014604009,-0.0016918161734661035,-0.2400412279235612,0.07092241648346109,-0.1606809629744593,1.6438595536530485,-0.06661549036244645,-6.834374225163273,0.00261783200563129,50.12573110939699,0.06460405429674687,1.1402182781476842,4958.624463758427,-4958.864504986351,46.85919364124278
2020-08-01,5307,PI_678044_5307_330764320599,PI_678044,-111.9750045868442,33.07643274696936,291,558,0,150,33.076432321200755,-111.97500547100006,33.07643317273797,-111.9750036960405,0.015467666745198526,2.906082058916134,2.3200000000000003,0.14999999999999858,4.939999999999998,10.997781897894747,3.316290382022471,3.1607171036204744,1.1183697563274904,-0.052178097608924695,5979.6638653757645,7619.5438353839145,-0.08312025572174221,0.8293937680511165,0.014491751127360569,2.506167290886392,0.09542913344159304,-0.157543100639686,1.6581957239652492,-0.05356163303712599,-6.981487564994978,0.001811597207150711,56.75667762310494,0.052178097608924695,1.1183697563274904,7345.532059925094,-7343.025892634208,51.95849354972951
2020-08-01,5308,PI_678243_5308_330764328811,PI_678243,-111.97499438669355,33.076432299013916,602,833,15,300,33.076431487697185,-111.97499515196459,33.07643310465713,-111.97499361476801,0.0258271328173469,2.8528970749347558,2.150000000000002,0.6400000000000006,4.550000000000004,11.08898757419235,3.3300131492521694,2.149538391433128,1.1193451685172149,-0.054354245342469854,4396.751920359234,5082.768884559358,-0.09185227600320824,0.8540918038235709,0.007592604103497348,1.5487810435178857,0.07998109882138585,-0.13915935559484824,1.6716737214453372,-0.05603570342472238,-6.914357509093269,0.002179013906548434,50.1206149159661,0.054354245342469854,1.1193451685172149,4992.467623604466,-4990.918842560948,46.74135338345864
